장기요양기관코드,기관유형코드,,,
14415000012,A03,,,
14415000012,G31,,,
14415000019,A03,,,
14415000025,A03,,,
14415000031,A03,,,
14415000034,A03,,,
14415000079,A03,,,
14415000094,A04,,,
14415000096,A03,,,
14415000107,A03,,,
14415000115,A03,,,
14415000119,A03,,,
14415000126,A04,,,
14415000129,A03,,,
14415000142,A03,,,
14415000156,A03,,,
14415000162,A03,,,
14415000173,A03,,,
14415000182,A03,,,
14415000193,A03,,,
14415000198,A04,,,
14415000203,A03,,,
14415000213,A03,,,
14415000215,A03,,,
14415000220,A03,,,
14418000007,A03,,,
14418000008,A03,,,
14418000054,A04,,,
14418000064,A03,,,
14418000083,A03,,,
14418000083,M31,,,
14418000095,A03,,,
14418000100,A04,,,
14418000131,A04,,,
14418000161,A04,,,
14418000181,A03,,,
14418000192,A04,,,
14418000214,A03,,,
14420000035,A03,,,
14420000064,A03,,,
14420000066,A03,,,
14420000088,A03,,,
14420000096,A04,,,
14420000104,A03,,,
14420000105,A03,,,
14420000113,A03,,,
14420000123,A04,,,
14420000127,A03,,,
14420000128,A03,,,
14420000141,A03,,,
14420000143,A03,,,
14420000145,A03,,,
14420000153,A04,,,
14420000155,A03,,,
14420000159,A03,,,
14420000182,A04,,,
14420000190,A03,,,
14420000203,A03,,,
14420000203,G31,,,
14420000212,A04,,,
14420000218,A03,,,
14420000219,A03,,,
14420000221,A03,,,
14420000237,A03,,,
14420000267,A03,,,
14420000268,A03,,,
14420000272,A03,,,
14420000274,A03,,,
14420000282,A03,,,
14420000298,A03,,,
14420000303,A03,,,
14420000307,A03,,,
14420000311,A03,,,
14420000313,A04,,,
14420000315,A04,,,
14420000326,A03,,,
14420000334,A03,,,
14420000335,A03,,,
14420000336,A04,,,
14420000344,A03,,,
14420000350,A03,,,
14420000352,A03,,,
14420000353,A03,,,
14421000002,A03,,,
14421000003,A03,,,
14421000006,A03,,,
14421000063,A03,,,
14421000071,A03,,,
14421000085,A04,,,
14421000097,A03,,,
14421000098,A03,,,
14421000104,A03,,,
14421000108,A03,,,
14421000110,A03,,,
14421000111,A03,,,
14421000117,A03,,,
14421000117,M31,,,
14421000119,A03,,,
14421000122,A04,,,
14421000140,A04,,,
14421000160,A03,,,
14421000162,A03,,,
14421000196,A03,,,
14421000209,A04,,,
14421000222,A03,,,
14421000226,A03,,,
14421000240,A03,,,
14421000244,A03,,,
14421000253,A03,,,
14421000255,A03,,,
14421000258,A03,,,
14423000001,A03,,,
14423000006,A04,,,
14423000007,A03,,,
14423000017,A04,,,
14423000026,A03,,,
14423000028,A03,,,
14423000088,A04,,,
14423000100,A03,,,
14423000110,A03,,,
14423000122,A04,,,
14423000134,A03,,,
14423000146,A03,,,
14423000159,A03,,,
14423000178,A03,,,
14423000179,A03,,,
14423000181,A03,,,
14423000188,A03,,,
14423000190,A03,,,
14423000197,A04,,,
14423000203,A03,,,
14423000212,A03,,,
14423000216,A03,,,
14423000216,G31,,,
14423000216,G32,,,
14423000233,A03,,,
14423000252,A03,,,
14423000261,A04,,,
14423000262,A03,,,
14423000263,A03,,,
14423000283,A03,,,
14423000286,A03,,,
14423000288,A03,,,
14423000289,A04,,,
14423000291,A03,,,
14423000295,A03,,,
14423000300,A04,,,
14423000301,A03,,,
14423000314,A03,,,
14425000022,A03,,,
14425000032,A04,,,
14425000055,A03,,,
14425000068,A04,,,
14425000072,A04,,,
14425000073,A04,,,
14425000077,A03,,,
14425000081,A04,,,
14427000082,A04,,,
14427000092,A03,,,
14427000097,A04,,,
14427000098,A04,,,
14427000104,A03,,,
14427000106,A03,,,
14427000109,A03,,,
14427000124,A03,,,
14427000124,M31,,,
14427000124,M32,,,
14427000124,M33,,,
14427000124,M34,,,
14427000139,A04,,,
14427000158,A03,,,
14427000171,A03,,,
14427000171,G31,,,
14427000171,G32,,,
14427000192,A03,,,
14427000204,A03,,,
14427000208,A04,,,
14427000221,A03,,,
14427000239,A03,,,
14427000256,A03,,,
14427000256,G31,,,
14427000256,G32,,,
14471000005,A04,,,
14471000011,A04,,,
14471000048,A03,,,
14471000053,A04,,,
14471000055,A03,,,
14471000059,A04,,,
14471000060,A04,,,
14471000064,A04,,,
14471000073,A03,,,
14471000100,A04,,,
14471000104,A03,,,
14471000120,A04,,,
14471000133,A03,,,
14471000147,A03,,,
14471000148,A04,,,
14471000150,A03,,,
14471000155,A04,,,
14471000158,A04,,,
14471000160,A04,,,
14471000165,A04,,,
14471000168,A04,,,
14471000170,A04,,,
14471000171,A04,,,
14471000172,A03,,,
14471000174,A03,,,
14473000004,A03,,,
14473000005,A03,,,
14473000006,A03,,,
14473000023,S41,,,
14476000001,A03,,,
14476000002,A03,,,
14476000002,G31,,,
14476000003,A03,,,
14476000027,A03,,,
14476000037,A03,,,
14476000071,A03,,,
14476000071,G31,,,
14476000071,G32,,,
14476000079,A03,,,
14476000080,A03,,,
14476000088,A04,,,
14476000092,A03,,,
14476000094,A03,,,
14476000096,A04,,,
14476000100,A03,,,
14476000113,A04,,,
14476000129,A03,,,
14476000143,A03,,,
14476000148,A04,,,
14477000001,A03,,,
14477000001,G31,,,
14477000001,G32,,,
14477000018,A03,,,
14477000018,G31,,,
14477000018,G32,,,
14477000031,A04,,,
14477000034,A03,,,
14477000040,A03,,,
14477000054,A03,,,
14477000087,A03,,,
14477000089,A03,,,
14477000092,A04,,,
14477000103,A03,,,
14477000106,A03,,,
14477000114,A04,,,
14477000118,A03,,,
14479000040,A03,,,
14479000055,A03,,,
14479000057,A03,,,
14479000059,A04,,,
14479000062,A04,,,
14479000073,A03,,,
14479000075,A03,,,
14480000004,A03,,,
14480000027,A04,,,
14480000047,A04,,,
14480000053,A04,,,
14480000056,A03,,,
14480000064,A03,,,
14480000065,A03,,,
14480000066,A03,,,
14480000109,A03,,,
14480000110,A03,,,
14480000128,A03,,,
14480000133,A03,,,
14480000137,A03,,,
14480000150,A03,,,
14481000048,A04,,,
14481000062,A03,,,
14481000066,A03,,,
14481000079,A04,,,
14481000088,A03,,,
14481000095,A04,,,
14481000109,A03,,,
14481000111,A03,,,
14481000121,A03,,,
14481000125,A03,,,
14481000133,A04,,,
14481000144,A03,,,
14481000165,A03,,,
14481000166,A04,,,
14481000172,A03,,,
14481000175,A03,,,
14481000179,A03,,,
14481000181,A03,,,
14481000191,A03,,,
14481000192,A03,,,
14481000194,A03,,,
14481000200,A03,,,
14481000201,A03,,,
14481000202,A03,,,
14482500040,A04,,,
14482500048,A03,,,
14482500053,A04,,,
14482500062,A03,,,
14482500068,A03,,,
14482500073,A03,,,
14482500075,A03,,,
14482500079,A03,,,
14482500088,A03,,,
14482500093,A03,,,
14482500099,A03,,,
14482500114,A03,,,
14482500118,A03,,,
14483000008,A03,,,
14483000025,A03,,,
14483000025,M31,,,
14483000025,M32,,,
14483000025,M33,,,
14483000025,M34,,,
14483000035,A04,,,
14483000042,A04,,,
14483000062,A03,,,
14483000068,A03,,,
14483000068,M31,,,
14511000001,A03,,,
14511000002,A03,,,
14511000002,G31,,,
14511000002,G32,,,
14511000002,G33,,,
14511000002,G34,,,
14511000015,A03,,,
14511000026,A03,,,
14511000026,G31,,,
14511000026,M31,,,
14511000027,A03,,,
14511000029,A03,,,
14511000030,A03,,,
14511000035,A03,,,
14511000040,A03,,,
14511000041,A04,,,
14511000042,A03,,,
14511000046,A03,,,
14511000048,A03,,,
14511000049,A03,,,
14511000057,A03,,,
14511000061,A03,,,
14511000063,A03,,,
14511000205,A03,,,
14511000252,A03,,,
14511000255,A03,,,
14511000258,A03,,,
14511000290,A04,,,
14511000308,A04,,,
14511000320,A04,,,
14511000326,A03,,,
14511000331,A03,,,
14511000357,A03,,,
14511000362,A04,,,
14511000371,A04,,,
14511000404,A03,,,
14511000495,A04,,,
14511000533,A03,,,
14511000643,A03,,,
14511000661,A04,,,
14511000662,A03,,,
14511000671,A03,,,
14511000697,A03,,,
14511000702,A03,,,
14511000711,A03,,,
14511000717,A03,,,
14511000718,A03,,,
14511000718,G31,,,
14511000718,G32,,,
14511000731,A03,,,
14511000747,A03,,,
14511000762,A03,,,
14511000783,A03,,,
14511000801,A03,,,
14513000001,A03,,,
14513000001,G31,,,
14513000001,G32,,,
14513000003,A03,,,
14513000004,A03,,,
14513000005,A03,,,
14513000006,A03,,,
14513000007,A03,,,
14513000008,A03,,,
14513000009,A03,,,
14513000009,G31,,,
14513000009,G32,,,
14513000009,G33,,,
14513000009,G34,,,
14513000011,A03,,,
14513000016,A03,,,
14513000017,A03,,,
14513000038,A03,,,
14513000104,A03,,,
14513000137,A03,,,
14513000157,A03,,,
14513000167,A03,,,
14513000178,A03,,,
14513000179,A03,,,
14513000181,A03,,,
14513000195,A03,,,
14513000196,A03,,,
14513000203,A03,,,
14513000228,A04,,,
14513000229,A03,,,
14513000335,A03,,,
14513000342,A03,,,
14513000375,A03,,,
14513000394,A03,,,
14514000005,A03,,,
14514000006,A03,,,
14514000011,A03,,,
14514000014,A03,,,
14514000015,A03,,,
14514000016,A03,,,
14514000022,A03,,,
14514000045,A03,,,
14514000047,A03,,,
14514000078,A04,,,
14514000100,A04,,,
14514000103,A04,,,
14514000107,A04,,,
14514000109,A04,,,
14514000139,A04,,,
14514000165,A04,,,
14514000186,A03,,,
14514000187,A03,,,
14514000189,A03,,,
14514000192,A03,,,
14514000217,A03,,,
14514000222,A03,,,
14514000230,S41,,,
14514000236,A04,,,
14514000242,A03,,,
14514000248,A03,,,
14514000260,A04,,,
14514000261,A04,,,
14514000268,A03,,,
14514000309,A04,,,
14514000319,A04,,,
14514000336,A03,,,
14514000346,A04,,,
14514000359,A03,,,
14514000406,A03,,,
14514000415,A03,,,
14514000429,A03,,,
14514000443,A03,,,
14514000448,A03,,,
14514000455,A03,,,
14514000455,G31,,,
14514000462,A04,,,
14514000463,A03,,,
14514000466,A04,,,
14514000477,A03,,,
14514000491,A03,,,
14514000492,A03,,,
14514000494,A03,,,
14514000501,A04,,,
14514000503,A03,,,
14514000515,A03,,,
14514000516,A03,,,
14518000007,A03,,,
14518000008,A03,,,
14518000009,A03,,,
14518000010,A03,,,
14518000011,A03,,,
14518000021,A03,,,
14518000021,G31,,,
14518000021,G32,,,
14518000035,A04,,,
14518000043,A03,,,
14518000078,A04,,,
14518000093,A03,,,
14518000111,A03,,,
14518000116,A03,,,
14518000142,A03,,,
14518000188,A04,,,
14518000190,A04,,,
14518000211,A04,,,
14518000212,A03,,,
14518000219,A04,,,
14518000222,A04,,,
14518000249,A04,,,
14518000253,A03,,,
14518000254,A03,,,
14518000259,A03,,,
14518000260,A03,,,
14519000001,A03,,,
14519000002,A03,,,
14519000008,A03,,,
14519000009,A03,,,
14519000010,A03,,,
14519000010,G31,,,
14519000010,G32,,,
14519000011,A03,,,
14519000012,A03,,,
14519000021,A03,,,
14519000021,G31,,,
14519000021,G32,,,
14519000058,A03,,,
14519000074,A03,,,
14519000081,A04,,,
14521000003,A03,,,
14521000005,A03,,,
14521000007,A03,,,
14521000009,A03,,,
14521000014,A04,,,
14521000016,A03,,,
14521000017,A04,,,
14521000022,A03,,,
14521000023,A03,,,
14521000029,A03,,,
14521000032,A04,,,
14521000065,A04,,,
14521000066,A03,,,
14521000072,A04,,,
14521000078,A03,,,
14521000129,A03,,,
14521000153,A03,,,
14521000177,A04,,,
14521000179,A03,,,
14521000199,A03,,,
14521000200,A03,,,
14521000203,A03,,,
14521000204,A03,,,
14521000216,A04,,,
14571000003,A03,,,
14571000004,A03,,,
14571000005,A03,,,
14571000005,G31,,,
14571000005,G32,,,
14571000013,A03,,,
14571000014,A03,,,
14571000023,A03,,,
14571000027,A03,,,
14571000029,A04,,,
14571000038,A04,,,
14571000041,A03,,,
14571000041,G31,,,
14571000043,A03,,,
14571000049,A04,,,
14571000065,A03,,,
14571000069,A03,,,
14571000092,A04,,,
14571000102,A04,,,
14571000122,A03,,,
14572000004,A03,,,
14572000006,A03,,,
14572000038,A04,,,
14572000043,A03,,,
14572000047,A04,,,
14572000050,A03,,,
14572000053,A04,,,
14572000073,A03,,,
14573000002,A03,,,
14573000014,A03,,,
14573000033,A04,,,
14573000039,A03,,,
14573000062,A03,,,
14573000067,A03,,,
14574000002,A03,,,
14574000003,A03,,,
14574000006,A03,,,
14574000030,A03,,,
14574000035,A04,,,
14575000001,A03,,,
14575000002,A03,,,
14575000002,G31,,,
14575000002,G32,,,
14575000008,A04,,,
14575000051,A03,,,
14575000068,A04,,,
14575000070,A04,,,
14575000078,A04,,,
14575000079,A04,,,
14577000001,A03,,,
14577000006,A03,,,
14577000035,A04,,,
14577000049,A04,,,
14577000054,A04,,,
14577000056,A04,,,
14579000002,A03,,,
14579000003,A03,,,
14579000024,A03,,,
14579000024,G31,,,
14579000027,A03,,,
14579000076,A03,,,
14579000088,A03,,,
14579000111,A04,,,
14579000116,A04,,,
14580000001,A03,,,
14580000003,A03,,,
14580000076,A03,,,
14580000088,A04,,,
14580000091,A03,,,
14580000108,A03,,,
14580000126,A03,,,
14580000145,A03,,,
14580000167,A03,,,
14611000001,A03,,,
14611000001,M31,,,
14611000001,M32,,,
14611000004,A03,,,
14611000063,A04,,,
14611000083,A03,,,
14611000094,A04,,,
14611000095,A03,,,
14611000096,A03,,,
14611000133,A03,,,
14611000136,A03,,,
14611000139,A04,,,
14611000152,A03,,,
14611000163,A03,,,
14611000166,A04,,,
14611000168,A03,,,
14611000173,A03,,,
14611000180,A03,,,
14611000189,A03,,,
14611000189,G31,,,
14611000189,G32,,,
14611000189,G33,,,
14611000190,A03,,,
14611000198,A03,,,
14611000202,A03,,,
14611000230,A03,,,
14611000231,A03,,,
14611000240,A03,,,
14611000241,A03,,,
14611000257,A04,,,
14611000276,A03,,,
14611000293,A03,,,
14611000303,A04,,,
14611000310,A03,,,
14611000311,A03,,,
14611000312,A03,,,
14611000314,A03,,,
14611000329,A03,,,
14611000342,A04,,,
14613000002,A03,,,
14613000003,A03,,,
14613000004,A03,,,
14613000005,A03,,,
14613000006,A03,,,
14613000007,A04,,,
14613000008,S41,,,
14613000009,A03,,,
14613000009,M31,,,
14613000027,A03,,,
14613000065,A03,,,
14613000096,A04,,,
14613000099,A03,,,
14613000122,A03,,,
14613000122,M31,,,
14613000122,M32,,,
14613000134,A03,,,
14613000135,A03,,,
14613000150,A03,,,
14613000154,A04,,,
14613000161,A04,,,
14613000165,A03,,,
14613000170,A03,,,
14613000177,A03,,,
14613000182,A04,,,
14613000221,A03,,,
14613000226,A03,,,
14613000240,A04,,,
14613000244,A03,,,
14613000248,A03,,,
14613000272,A04,,,
14613000314,A04,,,
14613000330,A03,,,
14613000344,A04,,,
14613000346,A03,,,
14613000358,A03,,,
14615000003,A03,,,
14615000005,A03,,,
14615000006,A03,,,
14615000099,A03,,,
14615000134,A03,,,
14615000134,G31,,,
14615000134,G32,,,
14615000152,A03,,,
14615000152,G31,,,
14615000161,A03,,,
14615000167,A04,,,
14615000179,A03,,,
14615000179,G31,,,
14615000200,A03,,,
14615000202,A04,,,
14615000211,A03,,,
14615000223,A03,,,
14615000234,A03,,,
14615000261,A03,,,
14615000261,G31,,,
14615000261,G32,,,
14615000276,A03,,,
14615000292,A03,,,
14615000299,A04,,,
14615000311,A04,,,
14615000321,A03,,,
14615000368,A03,,,
14615000371,A04,,,
14615000380,A03,,,
14615000383,A03,,,
14615000390,A03,,,
14615000395,A04,,,
14615000399,A03,,,
14615000402,A03,,,
14615000409,A03,,,
14615000417,A03,,,
14615000418,A03,,,
14615000420,A03,,,
14615000421,A04,,,
14615000425,A03,,,
14617000005,A03,,,
14617000005,G32,,,
14617000005,M31,,,
14617000007,A03,,,
14617000018,A03,,,
14617000019,A03,,,
14617000075,A04,,,
14617000099,A03,,,
14617000102,A03,,,
14617000110,A03,,,
14617000117,A03,,,
14617000121,A04,,,
14617000142,A03,,,
14617000143,A03,,,
14617000158,A03,,,
14617000172,A03,,,
14617000173,A03,,,
14617000211,A03,,,
14617000212,A03,,,
14617000213,A03,,,
14617000216,A03,,,
14617000227,A04,,,
14617000241,A03,,,
14617000258,A03,,,
14623000003,A03,,,
14623000004,A03,,,
14623000011,A03,,,
14623000011,G31,,,
14623000037,A03,,,
14623000041,A03,,,
14623000054,A04,,,
14623000066,A03,,,
14623000072,A03,,,
14623000092,A03,,,
14623000096,A03,,,
14623000111,A03,,,
14623000118,A04,,,
14623000121,A03,,,
14623000131,A04,,,
14623000159,A04,,,
14623000165,A03,,,
14623000165,G31,,,
14623000165,G32,,,
14623000177,A04,,,
14623000178,A04,,,
14623000183,A03,,,
14623000184,A03,,,
14623000185,A03,,,
14671000002,A03,,,
14671000004,A03,,,
14671000012,A03,,,
14671000029,A03,,,
14671000032,A04,,,
14671000052,A04,,,
14671000074,A03,,,
14671000076,A03,,,
14671000082,A03,,,
14671000085,A03,,,
14671000086,A03,,,
14671000100,A04,,,
14671000107,A04,,,
14671000116,A03,,,
14671000122,A03,,,
14671000128,A03,,,
14672000027,A03,,,
14672000027,G31,,,
14672000035,A03,,,
14672000039,A04,,,
14672000054,A03,,,
14672000056,A03,,,
14672000065,A03,,,
14672000083,A03,,,
14673000015,A03,,,
14673000030,A03,,,
14673000044,A03,,,
14673000056,A03,,,
14673000063,A03,,,
14673000075,A03,,,
14677000001,A03,,,
14677000002,A03,,,
14677000003,A03,,,
14677000043,A03,,,
14677000056,A03,,,
14677000057,A03,,,
14677000060,A04,,,
14677000065,A03,,,
14677000066,A03,,,
14677000073,A03,,,
14677000075,A03,,,
14677000110,A03,,,
14677000111,A03,,,
14677000134,A03,,,
14677000146,A03,,,
14677000160,A03,,,
14678000011,A04,,,
14678000014,A03,,,
14678000036,A04,,,
14678000044,A04,,,
14678000046,A03,,,
14678000084,A04,,,
14679000010,A03,,,
14679000058,A04,,,
14679000092,A03,,,
14679000100,A03,,,
14679000108,A04,,,
14679000117,A03,,,
14679000117,G31,,,
14679000117,G32,,,
14679000117,G33,,,
14679000140,A04,,,
14679000148,A03,,,
14679000161,A03,,,
14679000163,A03,,,
14679000178,A03,,,
14679000181,A03,,,
14679000183,A03,,,
14679000190,A04,,,
14679000192,A03,,,
14679000199,A03,,,
14679000204,A04,,,
14679000221,A03,,,
14679000231,A04,,,
14680000008,A03,,,
14680000009,A03,,,
14680000009,G31,,,
14680000011,A03,,,
14680000031,A03,,,
14680000062,A03,,,
14681000001,A03,,,
14681000005,A03,,,
14681000011,A04,,,
14681000014,A03,,,
14681000018,A03,,,
14681000027,A03,,,
14681000051,A03,,,
14681000051,G31,,,
14681000051,G32,,,
14681000051,G33,,,
14681000051,G34,,,
14681000057,A03,,,
14681000058,A04,,,
14682000001,A03,,,
14682000004,A03,,,
14682000029,A03,,,
14682000032,A03,,,
14682000036,A04,,,
14682000047,A04,,,
14682000048,A03,,,
14682000049,A04,,,
14682000058,A03,,,
14682000062,A03,,,
14682000064,A04,,,
14682000084,A03,,,
14682000100,A04,,,
14682000104,A04,,,
14682000113,A04,,,
14682000127,A04,,,
14682000131,A03,,,
14682000135,A03,,,
14682000146,A03,,,
14683000009,A03,,,
14683000034,A03,,,
14683000042,A03,,,
14683000044,A03,,,
14683000052,A03,,,
14683000059,A03,,,
14683000061,A04,,,
14683000068,A03,,,
14683000069,A03,,,
14683000073,A03,,,
14683000106,A03,,,
14683000111,A03,,,
14684000001,A03,,,
14684000002,A03,,,
14684000004,A03,,,
14684000006,A03,,,
14684000052,A03,,,
14684000055,A03,,,
14684000065,A03,,,
14684000066,A04,,,
14684000075,A03,,,
14684000082,S41,,,
14684000084,A03,,,
14684000085,A03,,,
14684000092,A03,,,
14684000093,A03,,,
14684000116,S41,,,
14684000118,A03,,,
14684000118,G31,,,
14684000118,G32,,,
14686000007,A03,,,
14686000007,G31,,,
14686000007,G32,,,
14686000031,A04,,,
14686000032,A03,,,
14686000034,A03,,,
14686000037,A03,,,
14686000049,A03,,,
14686000056,A04,,,
14686000058,A03,,,
14686000065,A03,,,
14686000080,A03,,,
14686000099,A03,,,
14686000100,A03,,,
14686000103,A03,,,
14687000001,A03,,,
14687000002,A03,,,
14687000010,A03,,,
14687000022,A03,,,
14687000024,A03,,,
14687000025,A03,,,
14687000027,A04,,,
14687000032,A03,,,
14687000041,A04,,,
14687000042,A03,,,
14688000008,A03,,,
14688000009,A03,,,
14688000010,A03,,,
14688000043,A03,,,
14688000074,A03,,,
14688000102,A03,,,
14688000106,A03,,,
14689000001,A03,,,
14689000002,A03,,,
14689000002,G31,,,
14689000003,A03,,,
14689000004,A03,,,
14689000027,A04,,,
14689000040,A03,,,
14689000043,A03,,,
14689000046,A03,,,
14689000052,A03,,,
14689000068,A04,,,
14689000074,A04,,,
14689000098,A04,,,
14690000023,A04,,,
14690000031,A03,,,
14690000034,A03,,,
14690000058,A04,,,
14691000003,A03,,,
14691000018,A03,,,
14691000037,A04,,,
14691000053,A04,,,
14691000054,A03,,,
14691000056,A04,,,
14691000059,A03,,,
14691000065,A03,,,
14711000004,A03,,,
14711000006,A03,,,
14711000008,A03,,,
14711000010,A03,,,
14711000015,A03,,,
14711000016,A03,,,
14711000031,A03,,,
14711000032,A03,,,
14711000162,A03,,,
14711000169,A03,,,
14711000171,A03,,,
14711000190,A03,,,
14711000192,A03,,,
14711000207,A03,,,
14711000255,A03,,,
14711000260,A03,,,
14711000261,A03,,,
14711000262,A03,,,
14711000268,A03,,,
14711000272,A03,,,
14711000274,A03,,,
14711000296,A03,,,
14711000301,A03,,,
14711000317,A03,,,
14711000358,A03,,,
14711000378,A03,,,
14711000388,A04,,,
14711000402,A03,,,
14711000407,A03,,,
14711000453,A03,,,
14711000453,M31,,,
14711000453,M32,,,
14711000488,A03,,,
14711000493,A03,,,
14711000495,A03,,,
14711000526,A04,,,
14711000552,A03,,,
14711000561,A04,,,
14711000591,A03,,,
14711000602,A03,,,
14711000612,A03,,,
14711000623,A04,,,
14711000644,A03,,,
14711000666,A03,,,
14713000003,A03,,,
14713000004,A03,,,
14713000005,A03,,,
14713000011,A03,,,
14713000012,A03,,,
14713000016,A04,,,
14713000101,A03,,,
14713000102,A04,,,
14713000104,A03,,,
14713000104,G31,,,
14713000104,G32,,,
14713000107,A04,,,
14713000123,A03,,,
14713000134,S41,,,
14713000164,A03,,,
14713000168,A03,,,
14713000214,A03,,,
14713000215,A03,,,
14713000261,A03,,,
14713000307,A04,,,
14713000357,A04,,,
14713000365,A04,,,
14713000370,A03,,,
14713000370,G31,,,
14713000370,G32,,,
14713000381,A03,,,
14713000388,A03,,,
14713000393,A04,,,
14713000397,A03,,,
14715000007,A03,,,
14715000009,A03,,,
14715000010,A03,,,
14715000012,A03,,,
14715000081,A03,,,
14715000085,A04,,,
14715000113,A03,,,
14715000121,A03,,,
14715000124,A03,,,
14715000133,A04,,,
14715000139,A03,,,
14715000151,A03,,,
14715000152,A03,,,
14715000158,A04,,,
14715000165,A03,,,
14715000175,A03,,,
14715000180,A03,,,
14715000190,A03,,,
14715000199,A04,,,
14715000209,A04,,,
14715000212,A03,,,
14715000228,A03,,,
14715000230,A04,,,
14715000236,A03,,,
14715000240,A04,,,
14715000242,A03,,,
14715000245,A04,,,
14715000276,A03,,,
14715000278,A03,,,
14715000284,A03,,,
14715000287,A03,,,
14715000291,A03,,,
14715000292,A04,,,
14715000294,A04,,,
14715000305,A03,,,
14715000307,A04,,,
14715000311,A03,,,
14715000317,A04,,,
14715000321,A03,,,
14715000326,A03,,,
14715000339,A03,,,
14715000341,A03,,,
14717000001,A03,,,
14717000002,A03,,,
14717000003,A03,,,
14717000004,A03,,,
14717000005,A03,,,
14717000006,A03,,,
14717000030,A04,,,
14717000040,A03,,,
14717000044,A03,,,
14717000067,A03,,,
14717000073,A03,,,
14717000077,A04,,,
14717000102,A03,,,
14717000119,A03,,,
14717000173,A03,,,
14717000175,A03,,,
14717000200,A03,,,
14717000205,A03,,,
14719000001,A03,,,
14719000012,A03,,,
14719000036,A03,,,
14719000067,A03,,,
14719000157,A03,,,
14719000160,A03,,,
14719000177,A04,,,
14719000189,A04,,,
14719000201,A03,,,
14719000213,A03,,,
14719000214,A03,,,
14719000224,A03,,,
14719000226,A03,,,
14719000239,A04,,,
14719000243,A03,,,
14719000245,A03,,,
14719000246,A04,,,
14719000249,A03,,,
14719000249,G31,,,
14719000252,A03,,,
14719000259,A03,,,
14719000270,A03,,,
14719000285,A03,,,
14719000287,A04,,,
14719000297,A03,,,
14719000305,A03,,,
14719000309,A03,,,
14719000322,A03,,,
14719000339,A03,,,
14719000356,A04,,,
14719000369,A03,,,
14719000408,A04,,,
14719000410,A03,,,
14719000412,A04,,,
14719000420,A03,,,
14719000427,A03,,,
14719000429,A03,,,
14719000439,A03,,,
14719000441,A03,,,
14719000450,A03,,,
14719000454,A03,,,
14719000457,A03,,,
14719000474,A03,,,
14719000475,A03,,,
14719000476,A03,,,
14719000488,A04,,,
14719000491,A03,,,
14719000493,A03,,,
14719000501,A03,,,
14719000506,A03,,,
14719000508,A03,,,
14719000511,A04,,,
14719000515,A03,,,
14719000519,A04,,,
14719000523,A03,,,
14719000525,A03,,,
14721000001,A03,,,
14721000003,A03,,,
14721000003,G31,,,
14721000004,A03,,,
14721000017,A03,,,
14721000020,A03,,,
14721000027,A03,,,
14721000031,A03,,,
14721000039,A03,,,
14721000056,A03,,,
14721000104,A04,,,
14721000106,A03,,,
14721000108,A03,,,
14721000115,A03,,,
14721000147,A03,,,
14721000149,A03,,,
14721000151,A04,,,
14721000157,A03,,,
14721000174,A03,,,
14721000185,A03,,,
14721000195,S41,,,
14721000205,A03,,,
14721000220,A03,,,
14723000010,A03,,,
14723000017,A03,,,
14723000019,A03,,,
14723000027,A03,,,
14723000033,A03,,,
14723000111,A04,,,
14723000115,A03,,,
14723000127,A03,,,
14723000138,A03,,,
14723000169,A04,,,
14723000176,A03,,,
14723000182,A03,,,
14723000197,A04,,,
14723000209,A01,,,
14723000209,A03,,,
14723000222,A04,,,
14723000234,A03,,,
14723000236,A03,,,
14723000245,A04,,,
14723000259,A04,,,
14723000264,A04,,,
14723000273,A03,,,
14723000285,A03,,,
14725000009,A03,,,
14725000012,A03,,,
14725000013,A03,,,
14725000016,A03,,,
14725000035,A03,,,
14725000065,A03,,,
14725000079,A03,,,
14725000083,A03,,,
14725000084,A03,,,
14725000086,A03,,,
14725000094,A03,,,
14725000098,A03,,,
14725000101,A03,,,
14725000103,A03,,,
14725000118,A03,,,
14725000157,A04,,,
14725000179,A03,,,
14725000180,A03,,,
14725000190,A03,,,
14725000213,A03,,,
14725000216,A03,,,
14725000217,A03,,,
14728000001,A03,,,
14728000002,A03,,,
14728000003,A03,,,
14728000014,A03,,,
14728000042,A04,,,
14728000050,A03,,,
14728000056,A03,,,
14728000078,A03,,,
14728000087,A04,,,
14728000094,A03,,,
14728000102,A03,,,
14728000109,A04,,,
14728000114,A03,,,
14728000123,A03,,,
14728000124,A04,,,
14728000129,A04,,,
14728000142,A03,,,
14728000157,A04,,,
14728000184,A04,,,
14728000197,A03,,,
14728000203,A04,,,
14729000004,A03,,,
14729000004,G31,,,
14729000004,G32,,,
14729000008,A03,,,
14729028642,A03,,,
14729028662,A03,,,
14729028684,A03,,,
14729028703,A04,,,
14729028725,A03,,,
14729028742,A04,,,
14729028744,A03,,,
14729028745,A04,,,
14729028746,A03,,,
14729028756,A04,,,
14729028757,A04,,,
14729028765,A04,,,
14729028784,A03,,,
14729028785,A03,,,
14729028788,A04,,,
14729028792,A03,,,
14729028810,A03,,,
14729028812,A03,,,
14729028816,A04,,,
14729028818,A04,,,
14729028825,A04,,,
14729028828,A04,,,
14729028830,A04,,,
14729028835,A03,,,
14729028838,A03,,,
14729028843,A03,,,
14729028846,A04,,,
14729028849,A04,,,
14729028850,A03,,,
14729028856,A03,,,
14729028859,A03,,,
14729028866,A03,,,
