장기요양기관코드,기관유형코드,,,
24128001692,B03,,,
24128001695,B01,,,
24128001703,B03,,,
24129000005,B03,,,
24129000006,B03,,,
24129000007,B03,,,
24129000008,B03,,,
24129000026,B01,,,
24129000026,B02,,,
24129000027,B01,,,
24129000027,B02,,,
24129000027,B05,,,
24129000031,B01,,,
24129000031,B02,,,
24129000032,B01,,,
24129000032,B02,,,
24129000037,B01,,,
24129000037,B02,,,
24129000038,B01,,,
24129000038,B02,,,
24129000039,B06,,,
24131000130,B01,,,
24131000130,B03,,,
24131000163,B03,,,
24131000163,H31,,,
24131000163,H32,,,
24131000172,B01,,,
24131000172,B02,,,
24131000172,B03,,,
24131000196,B03,,,
24131000197,B01,,,
24131000197,B05,,,
24131000204,B01,,,
24131000204,B02,,,
24131000211,B03,,,
24131000213,B03,,,
24131000216,B01,,,
24131000217,B01,,,
24131000217,B03,,,
24131000218,B01,,,
24131000218,B02,,,
24131000220,B01,,,
24131000220,B02,,,
24131000224,B01,,,
24131000224,B02,,,
24131000225,B03,,,
24131000227,B01,,,
24131000227,B03,,,
24131000230,B01,,,
24131000230,B02,,,
24131000231,B01,,,
24131000231,B02,,,
24131000234,B01,,,
24131000234,B03,,,
24131000236,B01,,,
24131000236,B02,,,
24131000238,B03,,,
24131000240,B01,,,
24131000241,B01,,,
24131000242,B01,,,
24131000242,B02,,,
24131000243,B03,,,
24131000245,B01,,,
24131000246,B01,,,
24131000246,B02,,,
24131000249,B03,,,
24131000253,B01,,,
24131000253,B02,,,
24131000253,B03,,,
24131000254,B01,,,
24131000254,B02,,,
24131000255,B01,,,
24131000255,B02,,,
24131000256,B01,,,
24131000259,B01,,,
24131000259,B02,,,
24131000259,B05,,,
24136000024,B03,,,
24136000460,B01,,,
24136000460,B02,,,
24136000460,B03,,,
24136000492,B01,,,
24136000492,B02,,,
24136000492,B03,,,
24136000499,B01,,,
24136000499,B02,,,
24136000499,B03,,,
24136000499,H31,,,
24136000501,B04,,,
24136000591,B03,,,
24136000594,B03,,,
24136000596,B01,,,
24136000596,B02,,,
24136000596,B03,,,
24136000596,B04,,,
24136000641,B03,,,
24136000658,B01,,,
24136000658,B03,,,
24136000662,B03,,,
24136000671,B01,,,
24136000671,B02,,,
24136000672,B03,,,
24136000672,H31,,,
24136000674,B01,,,
24136000674,B03,,,
24136000691,B01,,,
24136000691,B03,,,
24136000691,H31,,,
24136000696,B01,,,
24136000696,B02,,,
24136000696,B03,,,
24136000704,B03,,,
24136000715,B01,,,
24136000715,B02,,,
24136000715,B03,,,
24136000720,B03,,,
24136000721,B03,,,
24136000721,H31,,,
24136000726,B01,,,
24136000726,B03,,,
24136000726,B04,,,
24136000726,B05,,,
24136000726,B06,,,
24136000735,B03,,,
24136000764,B03,,,
24136000773,B01,,,
24136000773,B02,,,
24136000776,B03,,,
24136000799,B03,,,
24136000812,B01,,,
24136000812,B02,,,
24136000812,B03,,,
24136000813,B01,,,
24136000813,B03,,,
24136000829,B01,,,
24136000829,B02,,,
24136000831,B01,,,
24136000831,B03,,,
24136000839,B01,,,
24136000839,B02,,,
24136000839,B03,,,
24136000857,B01,,,
24136000857,B02,,,
24136000857,B03,,,
24136000857,H31,,,
24136000868,B03,,,
24136000874,B03,,,
24136000875,B01,,,
24136000875,B03,,,
24136000880,B03,,,
24136000880,H31,,,
24136000885,B03,,,
24136000888,B01,,,
24136000888,B02,,,
24136000888,B03,,,
24136000891,B01,,,
24136000891,B03,,,
24136000892,B03,,,
24136000893,B01,,,
24136000893,B02,,,
24136000893,B03,,,
24136000893,H31,,,
24136000898,B01,,,
24136000898,B02,,,
24136000899,B01,,,
24136000899,B02,,,
24136000899,B03,,,
24136000900,B01,,,
24136000900,B02,,,
24136000901,B01,,,
24136000901,B02,,,
24136000901,B05,,,
24136000911,B01,,,
24136000911,B02,,,
24136000911,B03,,,
24136000916,B03,,,
24136000919,B03,,,
24136000921,B01,,,
24136000921,B02,,,
24136000925,B03,,,
24136000937,B01,,,
24136000944,B01,,,
24136000944,B02,,,
24136000947,B01,,,
24136000947,B02,,,
24136000952,B03,,,
24136000958,B03,,,
24136000965,B01,,,
24136000974,B01,,,
24136000974,B02,,,
24136000975,B03,,,
24136000976,B01,,,
24136000976,B03,,,
24136000979,B03,,,
24136000981,B01,,,
24136000981,B02,,,
24136000982,B03,,,
24136000988,B01,,,
24136000988,B02,,,
24136000989,B01,,,
24136000989,B02,,,
24136000990,B01,,,
24136000991,B01,,,
24136000991,B02,,,
24136000995,B01,,,
24136000995,B02,,,
24136001000,B03,,,
24136001004,B01,,,
24136001004,B02,,,
24136001007,B01,,,
24136001007,B02,,,
24136001013,B01,,,
24136001013,B02,,,
24136001015,B01,,,
24136001015,B02,,,
24136001018,B03,,,
24136001024,B06,,,
24136001025,B01,,,
24136001025,B02,,,
24136001028,B01,,,
24136001028,B02,,,
24136001028,B03,,,
24136001029,B03,,,
24136001032,B03,,,
24136001033,B01,,,
24136001033,B02,,,
24136001035,H31,,,
24136001036,B01,,,
24136001036,B02,,,
24136001037,B01,,,
24136001037,B03,,,
24136001038,B01,,,
24136001039,B01,,,
24136001041,B01,,,
24136001041,B02,,,
24136001041,B03,,,
24136001046,B01,,,
24136001046,B02,,,
24136001048,B01,,,
24136001048,B02,,,
24136001050,B01,,,
24136001050,B03,,,
24136001052,B03,,,
24136001056,B01,,,
24136001056,B02,,,
24136001056,B03,,,
24136001059,B01,,,
24136001062,B03,,,
24136001063,B01,,,
24136001063,B02,,,
24136001064,B06,,,
24136001065,B01,,,
24136001065,B02,,,
24136001066,B01,,,
24136001066,B02,,,
24136001067,B06,,,
24136001073,B01,,,
24136001079,B01,,,
24136001080,B01,,,
24136001080,B02,,,
24136001081,B01,,,
24136001082,B01,,,
24136001082,B02,,,
24136001087,B01,,,
24136001087,B02,,,
24136001090,B01,,,
24136001090,B02,,,
24136001091,B01,,,
24136001096,B03,,,
24136001101,B01,,,
24136001101,B03,,,
24136001105,B01,,,
24136001108,B01,,,
24136001109,B01,,,
24136001109,B02,,,
24136001116,B01,,,
24136001116,B02,,,
24136001117,B01,,,
24136001117,B02,,,
24136001118,B01,,,
24136001122,B01,,,
24136001122,B03,,,
24136001123,B03,,,
24136001125,B03,,,
24136001127,B01,,,
24136001127,B02,,,
24136001132,B01,,,
24136001132,B02,,,
24136001136,B01,,,
24136001136,B02,,,
24136001143,B05,,,
24136001144,B01,,,
24136001144,B03,,,
24136001146,B01,,,
24136001146,B06,,,
24136001151,B01,,,
24136001151,B02,,,
24136001156,B01,,,
24136001156,B02,,,
24136001158,B03,,,
24136001160,B01,,,
24136001160,B02,,,
24136001161,B01,,,
24136001161,B03,,,
24136001166,B01,,,
24136001166,B03,,,
24136001168,B01,,,
24136001169,B01,,,
24136001169,B02,,,
24136001169,B05,,,
24136001172,B03,,,
24136001177,B03,,,
24136001182,B03,,,
24136001183,B01,,,
24136001183,B02,,,
24136001184,B01,,,
24136001185,B01,,,
24136001187,B03,,,
24136001187,H31,,,
24136001190,B01,,,
24136001191,B01,,,
24136001193,B01,,,
24136001195,B03,,,
24136001196,B01,,,
24136001198,B01,,,
24136001199,B01,,,
24136001199,B02,,,
24136001202,B01,,,
24136001204,B01,,,
24136001211,B01,,,
24136001212,B01,,,
24136001212,B02,,,
24136001213,B01,,,
24136001213,B02,,,
24136001214,B01,,,
24136001214,B02,,,
24136001215,B01,,,
24136001215,B02,,,
24136001217,B03,,,
24136001218,B01,,,
24136001218,B02,,,
24136001218,B03,,,
24136001220,B03,,,
24137000042,B01,,,
24137000042,B02,,,
24137000042,B03,,,
24137000105,B01,,,
24137000105,B02,,,
24137000105,B03,,,
24137000106,B01,,,
24137000106,B02,,,
24137000106,B03,,,
24137000113,B03,,,
24137000114,B01,,,
24137000116,B01,,,
24137000116,B03,,,
24137000117,B01,,,
24137000117,B02,,,
24137000128,B01,,,
24137000128,B02,,,
24137000128,B03,,,
24137000133,B01,,,
24137000133,B02,,,
24137000133,B03,,,
24137000135,B01,,,
24137000136,B01,,,
24137000136,B03,,,
24137000144,B01,,,
24137000144,B02,,,
24137000144,B03,,,
24137000144,B05,,,
24137000148,B03,,,
24137000151,B01,,,
24137000151,B02,,,
24137000156,B01,,,
24137000156,B02,,,
24137000156,B03,,,
24137000157,B01,,,
24137000157,B02,,,
24137000159,B01,,,
24137000159,B02,,,
24137000161,B01,,,
24137000161,B03,,,
24137000162,B03,,,
24137000164,B01,,,
24137000165,B01,,,
24137000169,B01,,,
24139000008,B03,,,
24139000020,B03,,,
24139000026,B03,,,
24139000426,B01,,,
24139000426,B03,,,
24139000446,B01,,,
24139000446,B02,,,
24139000446,B03,,,
24139000446,B04,,,
24139000456,B03,,,
24139000484,B03,,,
24139000503,B03,,,
24139000511,B03,,,
24139000515,B01,,,
24139000515,B02,,,
24139000515,B06,,,
24139000516,B01,,,
24139000521,B03,,,
24139000523,B01,,,
24139000526,B01,,,
24139000526,B02,,,
24139000526,B03,,,
24139000536,B01,,,
24139000536,B02,,,
24139000542,B01,,,
24139000542,B02,,,
24139000552,B01,,,
24139000552,B02,,,
24139000557,B01,,,
24139000557,B02,,,
24139000558,B01,,,
24139000558,B02,,,
24139000560,B01,,,
24139000563,B06,,,
24139000572,B01,,,
24139000572,B03,,,
24139000583,B01,,,
24139000583,B02,,,
24139000589,B01,,,
24139000603,B03,,,
24139000606,B05,,,
24139000607,B03,,,
24139000611,B01,,,
24139000611,B02,,,
24139000615,B03,,,
24139000616,B01,,,
24139000619,B01,,,
24139000619,B02,,,
24139000624,B01,,,
24139000624,B02,,,
24139000631,B01,,,
24139000632,B01,,,
24139000632,B02,,,
24139000635,B01,,,
24139000635,B02,,,
24139000648,B01,,,
24139000648,B02,,,
24139000652,B01,,,
24139000653,B01,,,
24139000653,B02,,,
24139000657,B01,,,
24139000657,B02,,,
24139000658,B03,,,
24139000659,B01,,,
24139000659,B02,,,
24139000663,B01,,,
24139000663,B03,,,
24139000665,B01,,,
24139000665,B02,,,
24139000667,B01,,,
24139000673,B06,,,
24139000674,B01,,,
24139000674,B02,,,
24139000678,B01,,,
24139000678,B02,,,
24139000679,B01,,,
24139000679,B02,,,
24139000681,B01,,,
24139000681,B02,,,
24139000682,B01,,,
24139000682,B02,,,
24139000690,B01,,,
24139000691,B01,,,
24139000691,B02,,,
24139000694,B03,,,
24139000697,B03,,,
24139000701,B06,,,
24139000706,B01,,,
24139000706,B02,,,
24139000708,B03,,,
24139000709,B01,,,
24139000710,B01,,,
24139000712,B01,,,
24139000712,B02,,,
24139000719,B01,,,
24139000719,B02,,,
24139000721,B01,,,
24139000722,B01,,,
24139000725,B01,,,
24139000725,B03,,,
24139000729,B01,,,
24139000729,B02,,,
24139000729,B03,,,
24139000731,B01,,,
24139000731,B02,,,
24139000731,B05,,,
24139000732,B01,,,
24139000734,B01,,,
24139000734,B02,,,
24139000736,B03,,,
24139000738,B03,,,
24139000739,B03,,,
24139000741,B01,,,
24139000741,B02,,,
24139000748,B01,,,
24139000748,B02,,,
24139000749,B01,,,
24139000749,B02,,,
24139000752,B01,,,
24139000752,B03,,,
24139000754,B03,,,
24139000756,B03,,,
24139000757,B01,,,
24139000757,B03,,,
24139000759,B01,,,
24139000759,B02,,,
24139000759,B03,,,
24139000773,B03,,,
24139000777,B01,,,
24139000777,B02,,,
24141000004,B01,,,
24141000004,B02,,,
24141000015,B03,,,
24141000044,B01,,,
24141000044,B02,,,
24141000150,B03,,,
24141000206,B01,,,
24141000206,B02,,,
24141000319,B03,,,
24141000327,B01,,,
24141000327,B03,,,
24141000329,B01,,,
24141000329,B02,,,
24141000330,B01,,,
24141000330,B02,,,
24141000331,B01,,,
24141000340,B03,,,
24141000341,B01,,,
24141000341,B02,,,
24141000342,B01,,,
24141000342,B02,,,
24141000349,B01,,,
24141000350,B01,,,
24141000350,B03,,,
24141000351,B01,,,
24141000351,B03,,,
24141000352,B01,,,
24141000356,B03,,,
24141000357,B03,,,
24141000358,B03,,,
24141000362,B01,,,
24141000362,B02,,,
24141000369,B03,,,
24141000372,B03,,,
24141000374,B01,,,
24141000374,B02,,,
24141000375,B01,,,
24141000376,B01,,,
24141000377,B01,,,
24141000377,B02,,,
24141000378,B03,,,
24141000389,B03,,,
24141000394,B01,,,
24141000394,B02,,,
24141000397,B01,,,
24141000398,B01,,,
24141000404,B01,,,
24141000404,B03,,,
24141000407,B01,,,
24141000409,B03,,,
24141000410,B01,,,
24141000412,B03,,,
24141000415,B03,,,
24141000416,B01,,,
24141000416,B02,,,
24141000416,B03,,,
24141000417,B03,,,
24141000420,B01,,,
24143000007,B03,,,
24143000060,B01,,,
24143000060,B03,,,
24143000114,B01,,,
24143000119,B01,,,
24143000119,B03,,,
24143000125,B01,,,
24143000125,B02,,,
24143000129,B06,,,
24143000134,B01,,,
24143000136,B03,,,
24143000137,B01,,,
24143000137,B02,,,
24143000140,B01,,,
24143000140,B02,,,
24143000142,B01,,,
24143000142,B02,,,
24143000142,B03,,,
24143000143,B01,,,
24143000143,B02,,,
24143000148,B03,,,
24143000149,B01,,,
24143000150,B03,,,
24143000152,B01,,,
24143000152,B02,,,
24143000152,B03,,,
24143000163,B01,,,
24143000163,B02,,,
24145000025,B01,,,
24145000025,B02,,,
24145000025,B03,,,
24145000144,B03,,,
24145000152,B01,,,
24145000152,B02,,,
24145000152,B03,,,
24145000166,B03,,,
24145000170,B01,,,
24145000170,B02,,,
24145000170,B03,,,
24145000206,B03,,,
24145000207,B01,,,
24145000207,B02,,,
24145000208,B03,,,
24145000209,B03,,,
24145000213,B01,,,
24145000213,B02,,,
24145000216,B06,,,
24145000219,B03,,,
24145000220,B01,,,
24145000220,B03,,,
24145000221,B01,,,
24145000221,B02,,,
24145000222,B01,,,
24145000222,B02,,,
24145000225,B01,,,
24145000225,B02,,,
24145000225,B05,,,
24145000227,B03,,,
24145000229,B03,,,
24145000230,B01,,,
24145000230,B02,,,
24145000233,B01,,,
24145000237,B01,,,
24145000238,B01,,,
24145000238,B02,,,
24145000240,B01,,,
24145000240,B02,,,
24145000244,B03,,,
24145000246,B01,,,
24145000246,B02,,,
24145000249,B03,,,
24145000250,B01,,,
24145000250,B02,,,
24145000251,B01,,,
24145000251,B02,,,
24145000253,B01,,,
24145000253,B02,,,
24145000255,B01,,,
24145000255,B02,,,
24145000259,B01,,,
24145000259,B02,,,
24145000261,B01,,,
24145000261,B02,,,
24145000262,B01,,,
24145000262,B02,,,
24145000264,B01,,,
24145000265,B03,,,
24145000266,B06,,,
24145000267,B01,,,
24145000267,B02,,,
24145000268,B01,,,
24145000268,B02,,,
24145000272,B01,,,
24145000272,B02,,,
24145000275,B01,,,
24145000275,B02,,,
24145000275,B03,,,
24145000277,B01,,,
24145000277,B02,,,
24145000278,B01,,,
24145000280,B01,,,
24145000281,B01,,,
24145000281,B02,,,
24145000282,B01,,,
24145000283,B01,,,
24145000283,B02,,,
24145000285,B03,,,
24145000288,B03,,,
24145000288,H31,,,
24145000289,B03,,,
24145000293,B01,,,
24145000296,B01,,,
24145000296,B02,,,
24145000299,B01,,,
24145000299,B02,,,
24146000027,B03,,,
24146000028,B03,,,
24146000031,B01,,,
24146000031,B03,,,
24146000036,B03,,,
24146000037,B03,,,
24146000614,B01,,,
24146000614,B02,,,
24146000621,B01,,,
24146000621,B02,,,
24146000621,B03,,,
24146000673,B01,,,
24146000673,B02,,,
24146000673,B03,,,
24146000689,B01,,,
24146000689,B02,,,
24146000689,B03,,,
24146000702,B01,,,
24146000702,B02,,,
24146000702,B03,,,
24146000717,B03,,,
24146000729,B01,,,
24146000729,B03,,,
24146000736,B03,,,
24146000736,H31,,,
24146000736,H32,,,
24146000739,B03,,,
24146000745,B01,,,
24146000745,B02,,,
24146000745,B03,,,
24146000747,B01,,,
24146000747,B02,,,
24146000754,B01,,,
24146000754,B02,,,
24146000754,B03,,,
24146000759,B01,,,
24146000759,B02,,,
24146000759,B03,,,
24146000762,B03,,,
24146000777,B01,,,
24146000777,B02,,,
24146000800,B01,,,
24146000800,B02,,,
24146000810,B01,,,
24146000814,B03,,,
24146000815,B01,,,
24146000815,B02,,,
24146000820,B01,,,
24146000822,B01,,,
24146000822,B02,,,
24146000824,B03,,,
24146000825,B01,,,
24146000825,B02,,,
24146000825,B03,,,
24146000831,B01,,,
24146000831,B02,,,
24146000834,B06,,,
24146000835,B03,,,
24146000838,B03,,,
24146000845,B01,,,
24146000845,B02,,,
24146000848,B01,,,
24146000848,B02,,,
24146000849,B03,,,
24146000853,B01,,,
24146000858,B01,,,
24146000858,B02,,,
24146000859,B01,,,
24146000859,B02,,,
24146000860,B01,,,
24146000860,B02,,,
24146000865,B03,,,
24146000866,B03,,,
24146000867,B03,,,
24146000874,B01,,,
24146000874,B02,,,
24146000881,B01,,,
24146000881,B02,,,
24146000882,B01,,,
24146000882,B02,,,
24146000889,B01,,,
24146000889,B02,,,
24146000896,B01,,,
24146000896,B02,,,
24146000897,B01,,,
24146000897,B02,,,
24146000898,B01,,,
24146000898,B02,,,
24146000898,B03,,,
24146000900,B01,,,
24146000900,B02,,,
24146000906,B01,,,
24146000906,B02,,,
24146000907,B01,,,
24146000907,B02,,,
24146000908,B01,,,
24146000908,B05,,,
24146000917,B01,,,
24146000921,B03,,,
24146000923,B01,,,
24146000923,B02,,,
24146000928,B03,,,
24146000932,B01,,,
24146000932,B02,,,
24146000933,B01,,,
24146000933,B03,,,
24146000935,B01,,,
24146000935,B02,,,
24146000940,B01,,,
24146000940,B02,,,
24146000940,B03,,,
24146000942,B01,,,
24146000943,B01,,,
24146000943,B02,,,
24146000945,B01,,,
24146000945,B02,,,
24146000945,B03,,,
24146000947,B03,,,
24146000952,B01,,,
24146000952,B02,,,
24146000957,B03,,,
24146000958,B01,,,
24146000958,B02,,,
24146000958,B05,,,
24146000961,B03,,,
24146000962,B01,,,
24146000962,B02,,,
24146000966,B01,,,
24146000966,B02,,,
24146000973,B01,,,
24146000973,B02,,,
24146000974,B01,,,
24146000974,B03,,,
24146000978,B03,,,
24146000983,B01,,,
24146000983,B03,,,
24146000984,B01,,,
24146000984,B02,,,
24146000985,B03,,,
24146000986,B03,,,
24146000988,B01,,,
24146000994,B03,,,
24146000997,B01,,,
24146000997,B03,,,
24146000998,B01,,,
24146000998,B03,,,
24146001003,B01,,,
24146001003,B02,,,
24146001003,B05,,,
24146001008,B03,,,
24146001009,B01,,,
24146001010,B03,,,
24146001011,B01,,,
24146001011,B02,,,
24146001011,B03,,,
24146001012,B01,,,
24146001013,B03,,,
24146001017,B01,,,
24146001017,B03,,,
24146001021,B01,,,
24146001021,B02,,,
24146001022,B06,,,
24146001023,B01,,,
24146001023,B02,,,
24146001025,B06,,,
24146001028,B01,,,
24146001028,B02,,,
24146001028,B03,,,
24146001030,B03,,,
24146001034,B03,,,
24146001034,B04,,,
24146001035,B01,,,
24146001036,B01,,,
24146001036,B02,,,
24146001037,B06,,,
24146001040,B03,,,
24146001041,B06,,,
24146001044,B01,,,
24146001044,B02,,,
24146001045,B01,,,
24146001045,B02,,,
24146001045,B03,,,
24146001047,B01,,,
24146001049,B01,,,
24146001049,B02,,,
24146001050,B01,,,
24146001050,B02,,,
24146001052,B01,,,
24146001054,B01,,,
24146001058,B01,,,
24146001059,B01,,,
24146001059,B02,,,
24146001060,B01,,,
24146001060,B02,,,
24146001065,B01,,,
24146001065,B02,,,
24146001070,B01,,,
24146001073,B03,,,
24146001075,B01,,,
24146001075,B02,,,
24146001079,B01,,,
24146001079,B02,,,
24146001083,B03,,,
24146001087,B03,,,
24146001088,B01,,,
24146001088,B02,,,
24146001089,B03,,,
24146001090,B01,,,
24146001090,B02,,,
24146001090,B03,,,
24146001093,B03,,,
24146001095,B01,,,
24146001099,B01,,,
24146001099,B02,,,
24146001099,B05,,,
24146001101,B01,,,
24146001104,B03,,,
24146001105,B01,,,
24146001106,B01,,,
24146001107,B01,,,
24146001108,B01,,,
24146001108,B03,,,
24146001110,B03,,,
24146001111,B01,,,
24146001111,B02,,,
24146001112,B01,,,
24146001113,B03,,,
24146001116,B03,,,
24146001117,B03,,,
24146001124,B03,,,
24146001127,B01,,,
24146001128,B03,,,
24146001129,B01,,,
24146001129,B02,,,
24146001129,B03,,,
24146001132,B01,,,
24146001132,B02,,,
24148000008,B01,,,
24148000031,B01,,,
24148000031,B03,,,
24148000219,B01,,,
24148000219,B02,,,
24148000373,B03,,,
24148000393,B03,,,
24148000416,B03,,,
24148000432,B01,,,
24148000432,B02,,,
24148000432,B03,,,
24148000436,B01,,,
24148000436,B03,,,
24148000458,B03,,,
24148000478,B01,,,
24148000478,B03,,,
24148000478,H31,,,
24148000478,H32,,,
24148000484,B03,,,
24148000490,B03,,,
24148000494,B01,,,
24148000494,B02,,,
24148000495,B01,,,
24148000495,B02,,,
24148000498,B03,,,
24148000510,B01,,,
24148000513,B01,,,
24148000513,B02,,,
24148000517,B01,,,
24148000518,B01,,,
24148000522,B01,,,
24148000528,B03,,,
24148000528,H31,,,
24148000529,B03,,,
24148000536,B01,,,
24148000536,B02,,,
24148000537,B01,,,
24148000537,B02,,,
24148000539,B03,,,
24148000540,B01,,,
24148000540,B02,,,
24148000540,B03,,,
24148000546,B01,,,
24148000546,B02,,,
24148000547,B03,,,
24148000548,B03,,,
24148000550,B03,,,
24148000552,B01,,,
24148000552,B02,,,
24148000553,B03,,,
24148000553,H31,,,
24148000553,H32,,,
24148000554,B03,,,
24148000558,B03,,,
24148000562,B03,,,
24148000565,B01,,,
24148000565,B02,,,
24148000567,B01,,,
24148000567,B02,,,
24148000568,B03,,,
24148000569,B01,,,
24148000569,B02,,,
24148000572,B03,,,
24148000574,B01,,,
24148000574,B02,,,
24148000575,B01,,,
24148000575,B02,,,
24148000575,B03,,,
24148000575,B04,,,
24148000575,H31,,,
24148000581,B03,,,
24148000584,B01,,,
24148000587,B01,,,
24148000587,B02,,,
24148000594,B01,,,
24148000594,B02,,,
24148000594,B05,,,
24148000596,B01,,,
24148000600,B01,,,
24148000600,B02,,,
24148000601,B01,,,
24148000601,B02,,,
24148000602,B01,,,
24148000606,B03,,,
24148000609,B01,,,
24148000612,B01,,,
24148000612,B02,,,
24148000614,B01,,,
24148000618,B03,,,
24148000618,H31,,,
24148000621,B01,,,
24148000621,B02,,,
24148000631,B01,,,
24148000633,B01,,,
24148000633,B02,,,
24148000633,B03,,,
24148000634,B01,,,
24148000634,B02,,,
24148000634,B03,,,
24148000635,B01,,,
24148000635,B03,,,
24148000636,B01,,,
24148000636,B03,,,
24148000638,B03,,,
24148000645,B03,,,
24148000647,B01,,,
24148000647,B02,,,
24148000647,B03,,,
24148000650,B01,,,
24148000653,B01,,,
24148000654,B05,,,
24148000655,B01,,,
24148000655,B02,,,
24148000655,B05,,,
24148000656,B01,,,
24148000656,B02,,,
24148000657,B01,,,
24148000657,B02,,,
24148000659,B01,,,
24148000669,B01,,,
24148000670,B01,,,
24148000670,B02,,,
24148000671,B01,,,
24148000671,B02,,,
24148000673,B03,,,
24148000677,B01,,,
24148000682,B03,,,
24148000686,B01,,,
24148000686,B02,,,
24148000686,B03,,,
24148000687,B01,,,
24148000690,B01,,,
24148000690,B02,,,
24148000694,B03,,,
24148000701,B01,,,
24148000701,B02,,,
24148000702,B01,,,
24148000702,B02,,,
24148000703,B01,,,
24148000706,B01,,,
24148000706,B02,,,
24148000706,B05,,,
24150000005,B03,,,
24150000131,B03,,,
24150000133,B03,,,
24150000139,B03,,,
24150000142,B03,,,
24150000169,B01,,,
24150000169,B03,,,
24150000175,B01,,,
24150000175,B03,,,
24150000187,B03,,,
24150000190,B03,,,
24150000205,B03,,,
24150000206,B03,,,
24150000209,B03,,,
24150000216,B03,,,
24150000218,B06,,,
24150000221,B01,,,
24150000221,B02,,,
24150000224,B06,,,
24150000230,B03,,,
24150000233,B01,,,
24150000233,B02,,,
24150000235,B01,,,
24150000238,B01,,,
24150000239,B01,,,
24150000240,B01,,,
24150000241,B01,,,
24150000242,B01,,,
24150000244,B03,,,
24150000245,B01,,,
24150000245,B02,,,
24150000245,B03,,,
24150000252,B01,,,
24150000255,B01,,,
24150000255,B02,,,
24155000012,B01,,,
24155000012,B03,,,
24155000036,B03,,,
24155000168,B01,,,
24155000168,B02,,,
24155000208,B03,,,
24155000210,B01,,,
24155000210,B02,,,
24155000213,B03,,,
24155000215,B01,,,
24155000219,B01,,,
24155000219,B02,,,
24155000220,B01,,,
24155000220,B02,,,
24155000222,B01,,,
24155000223,B01,,,
24155000223,B02,,,
24155000226,B01,,,
24155000226,B02,,,
24155000228,B01,,,
24155000229,B03,,,
24155000230,B01,,,
24155000231,B01,,,
24155000232,B01,,,
24155000232,B02,,,
24155000234,B01,,,
24155000236,B01,,,
24155000236,B03,,,
24155000240,B01,,,
24155000240,B03,,,
24155000241,B01,,,
24155000241,B03,,,
24155000242,B03,,,
24155000244,B01,,,
24155000249,B01,,,
24155000250,B01,,,
24155000250,B02,,,
24155000251,B01,,,
24155000252,B01,,,
24155000257,B03,,,
24155000258,B01,,,
24155000261,B01,,,
24155000261,B02,,,
24155000261,B03,,,
24155000265,B03,,,
24155000268,B01,,,
24155000268,B02,,,
24155000272,B03,,,
24155000275,B01,,,
24155000275,B02,,,
24155000277,B01,,,
24155000277,B02,,,
24155000278,B01,,,
24155000278,B02,,,
24155000279,B01,,,
24155000279,B03,,,
24155000281,B01,,,
24155000281,B02,,,
24155000282,B01,,,
24155000286,B01,,,
24155000286,B02,,,
24155000287,B01,,,
24155000287,B02,,,
24155000289,B03,,,
24155000293,B01,,,
24155000293,B02,,,
24155000295,B01,,,
24155000296,B01,,,
24155000296,B02,,,
24155000297,B01,,,
24155000299,B01,,,
24155000303,B01,,,
24155000305,B03,,,
24155000306,B01,,,
24155000307,B01,,,
24155000308,B03,,,
24155000309,B01,,,
24155000309,B03,,,
24155000314,B01,,,
24155000315,B03,,,
24157000100,B03,,,
24157000234,B03,,,
24157000253,B01,,,
24157000253,B03,,,
24157000253,H31,,,
24157000253,H32,,,
24157000270,B03,,,
24157000274,B01,,,
24157000274,B02,,,
24157000274,B03,,,
24157000276,B03,,,
24157000288,B03,,,
24157000306,B03,,,
24157000323,B03,,,
24157000328,B03,,,
24157000333,B01,,,
24157000333,B02,,,
24157000333,B03,,,
24157000334,B01,,,
24157000334,B02,,,
24157000334,B03,,,
24157000335,B01,,,
24157000335,B02,,,
24157000335,B03,,,
24157000337,B01,,,
24157000337,B02,,,
24157000338,B01,,,
24157000340,B01,,,
24157000340,B03,,,
24157000345,B01,,,
24157000345,B02,,,
24157000346,B01,,,
24157000348,B01,,,
24157000348,B03,,,
24157000350,B01,,,
24157000350,B02,,,
24157000356,B01,,,
24157000356,B02,,,
24157000357,B01,,,
24157000357,B02,,,
24157000358,B03,,,
24157000359,B01,,,
24157000360,B01,,,
24157000360,B02,,,
24157000369,B03,,,
24157000373,B03,,,
24157000375,B03,,,
24157000381,B05,,,
24157000386,B03,,,
24157000387,B01,,,
24157000387,B02,,,
24157000388,B03,,,
24157000390,B01,,,
24157000390,B02,,,
24157000392,B01,,,
24157000392,B02,,,
24157000398,B01,,,
24157000398,B02,,,
24157000402,B01,,,
24157000402,B02,,,
24157000402,B05,,,
24157000402,B06,,,
24157000407,B01,,,
24157000407,B02,,,
24157000410,B04,,,
24157000412,B03,,,
24157000414,B01,,,
24157000418,B01,,,
24157000431,B03,,,
24157000439,B01,,,
24157000439,B02,,,
24157000452,B01,,,
24157000453,B03,,,
24157000454,B01,,,
24157000454,B02,,,
24157000459,B01,,,
24157000459,B02,,,
24157000463,B01,,,
24157000464,B01,,,
24157000464,B05,,,
24157000465,B01,,,
24157000465,B02,,,
24157000465,B05,,,
24157000467,B01,,,
24157000467,B03,,,
24157000471,B01,,,
24157000471,B02,,,
